,@timestamp,agent.id,agent.name,agent.type,agent.version,dissect.commandslog.command,dissect.commandslog.date,dissect.commandslog.host-name,dissect.commandslog.month,dissect.commandslog.responsecode,dissect.commandslog.time,dissect.commandslog.user,dissect.commandslog.user-hostaddress,dissect.commandslog.userid,event.original,host.architecture,host.containerized,host.hostname,host.id,host.ip,host.mac,host.name,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.platform,host.os.type,host.os.version,input.type,log.file.path,log.offset,message
132,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,sudo,23,webserver,Oct,python3 beacon.py [0],09:16:04,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:16:04 webserver wpuser: wpuser@172.17.0.1 [30445]: sudo python3 beacon.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"6,636",Oct 23 09:16:04 webserver wpuser: wpuser@172.17.0.1 [30445]: sudo python3 beacon.py [0]
133,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,sudo,23,webserver,Oct,python3 beacon.py [130],09:16:04,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:16:04 webserver wpuser: wpuser@172.17.0.1 [30445]: sudo python3 beacon.py [130],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"6,724",Oct 23 09:16:04 webserver wpuser: wpuser@172.17.0.1 [30445]: sudo python3 beacon.py [130]
134,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls],23,webserver,Oct,[127],09:16:05,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:16:05 webserver wpuser: wpuser@172.17.0.1 [30445]: ls] [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"6,814",Oct 23 09:16:05 webserver wpuser: wpuser@172.17.0.1 [30445]: ls] [127]
135,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],09:16:06,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:16:06 webserver wpuser: wpuser@172.17.0.1 [30445]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"6,885",Oct 23 09:16:06 webserver wpuser: wpuser@172.17.0.1 [30445]: ls [0]
136,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,rm,23,webserver,Oct,information_schema_2022-10-23-08.sql [0],09:16:15,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:16:15 webserver wpuser: wpuser@172.17.0.1 [30445]: rm information_schema_2022-10-23-08.sql [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"6,953",Oct 23 09:16:15 webserver wpuser: wpuser@172.17.0.1 [30445]: rm information_schema_2022-10-23-08.sql [0]
137,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],09:16:18,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:16:18 webserver wpuser: wpuser@172.17.0.1 [30445]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"7,058",Oct 23 09:16:18 webserver wpuser: wpuser@172.17.0.1 [30445]: ls [0]
138,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,mv,23,webserver,Oct,db_data.sql test.sql [0],09:16:28,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:16:28 webserver wpuser: wpuser@172.17.0.1 [30445]: mv db_data.sql test.sql [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"7,126",Oct 23 09:16:28 webserver wpuser: wpuser@172.17.0.1 [30445]: mv db_data.sql test.sql [0]
139,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],09:16:29,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:16:29 webserver wpuser: wpuser@172.17.0.1 [30445]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"7,215",Oct 23 09:16:29 webserver wpuser: wpuser@172.17.0.1 [30445]: ls [0]
140,"Oct 23, 2022 @ 21:47:10.159",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,cd,23,webserver,Oct,live [1],09:16:37,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:16:37 webserver wpuser: wpuser@172.17.0.1 [30445]: cd live [1],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"7,283",Oct 23 09:16:37 webserver wpuser: wpuser@172.17.0.1 [30445]: cd live [1]
141,"Oct 23, 2022 @ 21:47:10.158",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,sudo,23,webserver,Oct,nano beacon.py [0],09:02:05,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 09:02:05 webserver wpuser: wpuser@172.17.0.1 [423]: sudo nano beacon.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,512",Oct 23 09:02:05 webserver wpuser: wpuser@172.17.0.1 [423]: sudo nano beacon.py [0]
142,"Oct 23, 2022 @ 21:47:10.158",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],09:02:08,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 09:02:08 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,595",Oct 23 09:02:08 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0]
143,"Oct 23, 2022 @ 21:47:10.158",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,sudo,23,webserver,Oct,nano dns.bash [0],09:02:34,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 09:02:34 webserver wpuser: wpuser@172.17.0.1 [423]: sudo nano dns.bash [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,661",Oct 23 09:02:34 webserver wpuser: wpuser@172.17.0.1 [423]: sudo nano dns.bash [0]
144,"Oct 23, 2022 @ 21:47:10.158",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,exit,23,webserver,Oct,[0],09:08:34,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:08:34 webserver wpuser: wpuser@172.17.0.1 [30445]: exit [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,743",Oct 23 09:08:34 webserver wpuser: wpuser@172.17.0.1 [30445]: exit [0]
145,"Oct 23, 2022 @ 21:47:10.158",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,cd,23,webserver,Oct,/tmp/ [0],09:08:38,wpuser:,wpuser@172.17.0.1,[30445]:,Oct 23 09:08:38 webserver wpuser: wpuser@172.17.0.1 [30445]: cd /tmp/ [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,813",Oct 23 09:08:38 webserver wpuser: wpuser@172.17.0.1 [30445]: cd /tmp/ [0]
146,"Oct 23, 2022 @ 21:47:10.157",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,nano,23,webserver,Oct,beacon.py [0],09:01:41,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 09:01:41 webserver wpuser: wpuser@172.17.0.1 [423]: nano beacon.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,434",Oct 23 09:01:41 webserver wpuser: wpuser@172.17.0.1 [423]: nano beacon.py [0]
147,"Oct 23, 2022 @ 21:47:10.156",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,python3,23,webserver,Oct,network_scan.py -m ps -ip 10.0.0.22 -s 1024 -l 10000 -f [0],08:51:56,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:51:56 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m ps -ip 10.0.0.22 -s 1024 -l 10000 -f [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,249",Oct 23 08:51:56 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m ps -ip 10.0.0.22 -s 1024 -l 10000 -f [0]
148,"Oct 23, 2022 @ 21:47:10.156",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,python3,23,webserver,Oct,network_scan.py -m ps -ip 10.0.0.22 -s 1024 -l 10000 -f [0],08:53:02,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:53:02 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m ps -ip 10.0.0.22 -s 1024 -l 10000 -f [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,376",Oct 23 08:53:02 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m ps -ip 10.0.0.22 -s 1024 -l 10000 -f [0]
149,"Oct 23, 2022 @ 21:47:10.156",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],08:55:12,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:55:12 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,503",Oct 23 08:55:12 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0]
150,"Oct 23, 2022 @ 21:47:10.156",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,python3,23,webserver,Oct,sdump.py [0],08:55:25,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:55:25 webserver wpuser: wpuser@172.17.0.1 [423]: python3 sdump.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,569",Oct 23 08:55:25 webserver wpuser: wpuser@172.17.0.1 [423]: python3 sdump.py [0]
151,"Oct 23, 2022 @ 21:47:10.156",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,python3,23,webserver,Oct,sdump.py [0],08:55:37,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:55:37 webserver wpuser: wpuser@172.17.0.1 [423]: python3 sdump.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,649",Oct 23 08:55:37 webserver wpuser: wpuser@172.17.0.1 [423]: python3 sdump.py [0]
152,"Oct 23, 2022 @ 21:47:10.156",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],08:56:30,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:56:30 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,729",Oct 23 08:56:30 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0]
153,"Oct 23, 2022 @ 21:47:10.156",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,rm,23,webserver,Oct,wordpress_2022-10-23-08.sql [0],08:56:45,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:56:45 webserver wpuser: wpuser@172.17.0.1 [423]: rm wordpress_2022-10-23-08.sql [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,795",Oct 23 08:56:45 webserver wpuser: wpuser@172.17.0.1 [423]: rm wordpress_2022-10-23-08.sql [0]
154,"Oct 23, 2022 @ 21:47:10.156",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],08:56:46,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:56:46 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,889",Oct 23 08:56:46 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0]
155,"Oct 23, 2022 @ 21:47:10.156",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,python3,23,webserver,Oct,sdump.py [0],08:56:55,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:56:55 webserver wpuser: wpuser@172.17.0.1 [423]: python3 sdump.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,955",Oct 23 08:56:55 webserver wpuser: wpuser@172.17.0.1 [423]: python3 sdump.py [0]
156,"Oct 23, 2022 @ 21:47:10.156",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],08:56:57,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:56:57 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,035",Oct 23 08:56:57 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0]
157,"Oct 23, 2022 @ 21:47:10.156",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,cat,23,webserver,Oct,wordpress_2022-10-23-08.sql [0],08:57:10,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:57:10 webserver wpuser: wpuser@172.17.0.1 [423]: cat wordpress_2022-10-23-08.sql [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,101",Oct 23 08:57:10 webserver wpuser: wpuser@172.17.0.1 [423]: cat wordpress_2022-10-23-08.sql [0]
158,"Oct 23, 2022 @ 21:47:10.156",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,cat,23,webserver,Oct,wordpress_2022-10-23-08.sql [0],08:57:29,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:57:29 webserver wpuser: wpuser@172.17.0.1 [423]: cat wordpress_2022-10-23-08.sql [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,196",Oct 23 08:57:29 webserver wpuser: wpuser@172.17.0.1 [423]: cat wordpress_2022-10-23-08.sql [0]
159,"Oct 23, 2022 @ 21:47:10.156",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,ls,23,webserver,Oct,[0],08:57:46,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:57:46 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,291",Oct 23 08:57:46 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0]
160,"Oct 23, 2022 @ 21:47:10.156",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,cat,23,webserver,Oct,beacon.py [0],09:01:01,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 09:01:01 webserver wpuser: wpuser@172.17.0.1 [423]: cat beacon.py [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"5,357",Oct 23 09:01:01 webserver wpuser: wpuser@172.17.0.1 [423]: cat beacon.py [0]
161,"Oct 23, 2022 @ 21:47:10.155",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,python3,23,webserver,Oct,network_scan.py -m ps -ip 10.0.0.21 -s 1024 -l 10000 -f [0],08:51:05,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:51:05 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m ps -ip 10.0.0.21 -s 1024 -l 10000 -f [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,122",Oct 23 08:51:05 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m ps -ip 10.0.0.21 -s 1024 -l 10000 -f [0]
162,"Oct 23, 2022 @ 16:49:58.813",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,python3,23,webserver,Oct,network_scan.py -m ps -ip 10.0.0.22 -l 1024 -f [0],08:49:58,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:49:58 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m ps -ip 10.0.0.22 -l 1024 -f [0],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"4,004",Oct 23 08:49:58 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m ps -ip 10.0.0.22 -l 1024 -f [0]
163,"Oct 23, 2022 @ 16:49:51.809",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,10.0.0.22,23,webserver,Oct,--> Live [127],08:49:46,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:49:46 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.22 --> Live [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"3,635",Oct 23 08:49:46 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.22 --> Live [127]
164,"Oct 23, 2022 @ 16:49:51.809",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,10.0.0.20,23,webserver,Oct,--> Live [127],08:49:46,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:49:46 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.20 --> Live [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"3,551",Oct 23 08:49:46 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.20 --> Live [127]
165,"Oct 23, 2022 @ 16:49:51.809",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,10.0.0.22,23,webserver,Oct,--> Live [127],08:49:44,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:49:44 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.22 --> Live [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"3,300",Oct 23 08:49:44 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.22 --> Live [127]
166,"Oct 23, 2022 @ 16:49:51.809",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,10.0.0.1,23,webserver,Oct,--> Live [127],08:49:44,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:49:44 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.1 --> Live [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"3,384",Oct 23 08:49:44 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.1 --> Live [127]
167,"Oct 23, 2022 @ 16:49:51.809",d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,filebeat,8.4.3,10.0.0.1,23,webserver,Oct,--> Live [127],08:49:46,wpuser:,wpuser@172.17.0.1,[423]:,Oct 23 08:49:46 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.1 --> Live [127],x86_64,True,webserver,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,bullseye,debian,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,debian,linux,11 (bullseye),log,/var/log/commands.log,"3,719",Oct 23 08:49:46 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.1 --> Live [127]
